activity subject variable mean
walkingUpstairs 26 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.715726893818182
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeMeanX -0.427686570727273
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeMeanY -0.617112539636364
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeMeanZ -0.342703926363636
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.590812298
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeStandardDeviationY -0.598236639818182
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.362052183090909
walkingUpstairs 26 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.167566383372727
walkingUpstairs 26 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.274226227272727
walkingUpstairs 26 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.294970470909091
walkingUpstairs 26 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.393715352181818
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.556084778181818
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.569632
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.673580662727273
walkingUpstairs 26 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.669846294545455
walkingUpstairs 27 timeBodyAccelerometerMeanX 0.265770253921569
walkingUpstairs 27 timeBodyAccelerometerMeanY -0.0200953324078431
walkingUpstairs 27 timeBodyAccelerometerMeanZ -0.123530438196078
walkingUpstairs 27 timeBodyAccelerometerStandardDeviationX -0.295439547254902
walkingUpstairs 27 timeBodyAccelerometerStandardDeviationY -0.0950104077
walkingUpstairs 27 timeBodyAccelerometerStandardDeviationZ -0.23070787672549
walkingUpstairs 27 timeGravityAccelerometerMeanX 0.868000278627451
walkingUpstairs 27 timeGravityAccelerometerMeanY -0.229278659607843
walkingUpstairs 27 timeGravityAccelerometerMeanZ -0.294642640196078
walkingUpstairs 27 timeGravityAccelerometerStandardDeviationX -0.956433874705882
walkingUpstairs 27 timeGravityAccelerometerStandardDeviationY -0.947713378627451
walkingUpstairs 27 timeGravityAccelerometerStandardDeviationZ -0.926675381176471
walkingUpstairs 27 timeBodyAccelerometerJerkMeanX 0.0734763532039216
walkingUpstairs 27 timeBodyAccelerometerJerkMeanY -0.0140229374470588
walkingUpstairs 27 timeBodyAccelerometerJerkMeanZ 0.0067467910745098
walkingUpstairs 27 timeBodyAccelerometerJerkStandardDeviationX -0.468066189411765
walkingUpstairs 27 timeBodyAccelerometerJerkStandardDeviationY -0.426833499411765
walkingUpstairs 27 timeBodyAccelerometerJerkStandardDeviationZ -0.633722935098039
walkingUpstairs 27 timeBodyGyroscopeMeanX -0.0940344886803922
walkingUpstairs 27 timeBodyGyroscopeMeanY 0.00212499391686275
walkingUpstairs 27 timeBodyGyroscopeMeanZ 0.140129855776471
walkingUpstairs 27 timeBodyGyroscopeStandardDeviationX -0.562461004705882
walkingUpstairs 27 timeBodyGyroscopeStandardDeviationY -0.587966800588235
walkingUpstairs 27 timeBodyGyroscopeStandardDeviationZ -0.169960785215686
walkingUpstairs 27 timeBodyGyroscopeJerkMeanX -0.0937518711117647
walkingUpstairs 27 timeBodyGyroscopeJerkMeanY -0.0509235220237255
walkingUpstairs 27 timeBodyGyroscopeJerkMeanZ -0.0629013722509804
walkingUpstairs 27 timeBodyGyroscopeJerkStandardDeviationX -0.695774947647059
walkingUpstairs 27 timeBodyGyroscopeJerkStandardDeviationY -0.711148438235294
walkingUpstairs 27 timeBodyGyroscopeJerkStandardDeviationZ -0.676876469411765
walkingUpstairs 27 timeBodyAccelerometerMagnitudeMean -0.160589355980392
walkingUpstairs 27 timeBodyAccelerometerMagnitudeStandardDeviation -0.37994878627451
walkingUpstairs 27 timeGravityAccelerometerMagnitudeMean -0.160589355980392
walkingUpstairs 27 timeGravityAccelerometerMagnitudeStandardDeviation -0.37994878627451
walkingUpstairs 27 timeBodyAccelerometerJerkMagnitudeMean -0.479067422156863
walkingUpstairs 27 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.464610567058824
walkingUpstairs 27 timeBodyGyroscopeMagnitudeMean -0.286145719598039
walkingUpstairs 27 timeBodyGyroscopeMagnitudeStandardDeviation -0.501775426447059
walkingUpstairs 27 timeBodyGyroscopeJerkMagnitudeMean -0.699895090784314
walkingUpstairs 27 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.724671165490196
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerMeanX -0.417607401176471
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerMeanY -0.249688517843137
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerMeanZ -0.418886395098039
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.253504065686275
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.0794059822941176
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerStandardDeviationZ -0.197338870980392
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.50311385627451
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.44246561254902
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.608544241568627
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.47892337254902
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.450116431176471
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.657139420784314
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeMeanX -0.544369229411765
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeMeanY -0.594092579607843
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeMeanZ -0.400528455490196
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.574254281745098
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeStandardDeviationY -0.587869474313725
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.183508696647059
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.393928937058824
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.468707734509804
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.460770277843137
walkingUpstairs 27 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.473011558823529
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.607667730196078
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.523335975411765
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.71917980372549
walkingUpstairs 27 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.751714312941177
walkingUpstairs 28 timeBodyAccelerometerMeanX 0.262005841764706
walkingUpstairs 28 timeBodyAccelerometerMeanY -0.0279443943478431
walkingUpstairs 28 timeBodyAccelerometerMeanZ -0.121514025692157
walkingUpstairs 28 timeBodyAccelerometerStandardDeviationX -0.242062430294118
walkingUpstairs 28 timeBodyAccelerometerStandardDeviationY -0.146753877035294
walkingUpstairs 28 timeBodyAccelerometerStandardDeviationZ -0.28598691372549
walkingUpstairs 28 timeGravityAccelerometerMeanX 0.854508231764706
walkingUpstairs 28 timeGravityAccelerometerMeanY -0.333223996666667
walkingUpstairs 28 timeGravityAccelerometerMeanZ -0.265207858431373
walkingUpstairs 28 timeGravityAccelerometerStandardDeviationX -0.944697800196078
walkingUpstairs 28 timeGravityAccelerometerStandardDeviationY -0.927641087843137
walkingUpstairs 28 timeGravityAccelerometerStandardDeviationZ -0.900514013333333
walkingUpstairs 28 timeBodyAccelerometerJerkMeanX 0.0706831871117647
walkingUpstairs 28 timeBodyAccelerometerJerkMeanY 0.0222985408245098
walkingUpstairs 28 timeBodyAccelerometerJerkMeanZ 0.00749081657058823
walkingUpstairs 28 timeBodyAccelerometerJerkStandardDeviationX -0.312671655921569
walkingUpstairs 28 timeBodyAccelerometerJerkStandardDeviationY -0.331602407372549
walkingUpstairs 28 timeBodyAccelerometerJerkStandardDeviationZ -0.637488941176471
walkingUpstairs 28 timeBodyGyroscopeMeanX -0.129362970764706
walkingUpstairs 28 timeBodyGyroscopeMeanY 0.0212250958019608
walkingUpstairs 28 timeBodyGyroscopeMeanZ 0.103720987705882
walkingUpstairs 28 timeBodyGyroscopeStandardDeviationX -0.518818227843137
walkingUpstairs 28 timeBodyGyroscopeStandardDeviationY -0.479319521372549
walkingUpstairs 28 timeBodyGyroscopeStandardDeviationZ -0.189306812833333
walkingUpstairs 28 timeBodyGyroscopeJerkMeanX -0.080568055454902
walkingUpstairs 28 timeBodyGyroscopeJerkMeanY -0.0492552129156863
walkingUpstairs 28 timeBodyGyroscopeJerkMeanZ -0.0752610437019608
walkingUpstairs 28 timeBodyGyroscopeJerkStandardDeviationX -0.494282913529412
walkingUpstairs 28 timeBodyGyroscopeJerkStandardDeviationY -0.690571101960784
walkingUpstairs 28 timeBodyGyroscopeJerkStandardDeviationZ -0.603568264117647
walkingUpstairs 28 timeBodyAccelerometerMagnitudeMean -0.186240503960784
walkingUpstairs 28 timeBodyAccelerometerMagnitudeStandardDeviation -0.211928666470588
walkingUpstairs 28 timeGravityAccelerometerMagnitudeMean -0.186240503960784
walkingUpstairs 28 timeGravityAccelerometerMagnitudeStandardDeviation -0.211928666470588
walkingUpstairs 28 timeBodyAccelerometerJerkMagnitudeMean -0.388086248235294
walkingUpstairs 28 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.325362338235294
walkingUpstairs 28 timeBodyGyroscopeMagnitudeMean -0.263415282690196
walkingUpstairs 28 timeBodyGyroscopeMagnitudeStandardDeviation -0.476923344705882
walkingUpstairs 28 timeBodyGyroscopeJerkMagnitudeMean -0.620279797647059
walkingUpstairs 28 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.670132120784314
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerMeanX -0.266101343372549
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerMeanY -0.190589069119608
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerMeanZ -0.401732939215686
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.233726643921569
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.178554981115686
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerStandardDeviationZ -0.281685159607843
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.318866730039216
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.358009373333333
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.587813565294118
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.37027368
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.349026567647059
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.68790763372549
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeMeanX -0.403636283921569
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeMeanY -0.522066500784314
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeMeanZ -0.318210999529412
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.556383410588235
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeStandardDeviationY -0.459989315686274
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.22624337505098
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.213519364760784
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.334626168823529
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.294433415745098
walkingUpstairs 28 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.374495907647059
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.534835409607843
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.528187016862745
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.662505819411765
walkingUpstairs 28 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.70485275745098
walkingUpstairs 29 timeBodyAccelerometerMeanX 0.265423066877551
walkingUpstairs 29 timeBodyAccelerometerMeanY -0.0299465312326531
walkingUpstairs 29 timeBodyAccelerometerMeanZ -0.118000587840816
walkingUpstairs 29 timeBodyAccelerometerStandardDeviationX -0.0867715569693878
walkingUpstairs 29 timeBodyAccelerometerStandardDeviationY -0.122128287642857
walkingUpstairs 29 timeBodyAccelerometerStandardDeviationZ 0.0995443502346939
walkingUpstairs 29 timeGravityAccelerometerMeanX 0.929258953877551
walkingUpstairs 29 timeGravityAccelerometerMeanY -0.227120125306122
walkingUpstairs 29 timeGravityAccelerometerMeanZ 0.0443786011771429
walkingUpstairs 29 timeGravityAccelerometerStandardDeviationX -0.954189013061225
walkingUpstairs 29 timeGravityAccelerometerStandardDeviationY -0.923007798367347
walkingUpstairs 29 timeGravityAccelerometerStandardDeviationZ -0.858849467142857
walkingUpstairs 29 timeBodyAccelerometerJerkMeanX 0.106345193353878
walkingUpstairs 29 timeBodyAccelerometerJerkMeanY -0.000689019191836735
walkingUpstairs 29 timeBodyAccelerometerJerkMeanZ -0.0290713871612245
walkingUpstairs 29 timeBodyAccelerometerJerkStandardDeviationX -0.182365815065306
walkingUpstairs 29 timeBodyAccelerometerJerkStandardDeviationY -0.388624195510204
walkingUpstairs 29 timeBodyAccelerometerJerkStandardDeviationZ -0.678763766530612
walkingUpstairs 29 timeBodyGyroscopeMeanX 0.0931989463020408
walkingUpstairs 29 timeBodyGyroscopeMeanY -0.152328112210204
walkingUpstairs 29 timeBodyGyroscopeMeanZ 0.0854318123467347
walkingUpstairs 29 timeBodyGyroscopeStandardDeviationX -0.323904731622449
walkingUpstairs 29 timeBodyGyroscopeStandardDeviationY 0.0461103045102041
walkingUpstairs 29 timeBodyGyroscopeStandardDeviationZ -0.37481514122449
walkingUpstairs 29 timeBodyGyroscopeJerkMeanX -0.130429072653061
walkingUpstairs 29 timeBodyGyroscopeJerkMeanY -0.0511035119816327
walkingUpstairs 29 timeBodyGyroscopeJerkMeanZ -0.0680938780306122
walkingUpstairs 29 timeBodyGyroscopeJerkStandardDeviationX -0.474932606326531
walkingUpstairs 29 timeBodyGyroscopeJerkStandardDeviationY -0.73422519244898
walkingUpstairs 29 timeBodyGyroscopeJerkStandardDeviationZ -0.558417024081633
walkingUpstairs 29 timeBodyAccelerometerMagnitudeMean 0.00834360271428571
walkingUpstairs 29 timeBodyAccelerometerMagnitudeStandardDeviation -0.0414696051693878
walkingUpstairs 29 timeGravityAccelerometerMagnitudeMean 0.00834360271428571
walkingUpstairs 29 timeGravityAccelerometerMagnitudeStandardDeviation -0.0414696051693878
walkingUpstairs 29 timeBodyAccelerometerJerkMagnitudeMean -0.344324833061224
walkingUpstairs 29 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.254485176020408
walkingUpstairs 29 timeBodyGyroscopeMagnitudeMean 0.0439627677608163
walkingUpstairs 29 timeBodyGyroscopeMagnitudeStandardDeviation -0.0800476153673469
walkingUpstairs 29 timeBodyGyroscopeJerkMagnitudeMean -0.617340803061225
walkingUpstairs 29 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.712846318367347
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerMeanX -0.109793480008163
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerMeanY -0.196011503540816
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerMeanZ -0.320487882857143
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.0790625306306122
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.141258066657755
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerStandardDeviationZ 0.203057836877551
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.225067771046939
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.408886605510204
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.646198587755102
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.211385397877551
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.408648946938776
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.710116591836735
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeMeanX -0.260519290404082
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeMeanY -0.39404534122449
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeMeanZ -0.34170013244898
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.350338205020408
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeStandardDeviationY 0.234346783653061
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.444153056530612
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.108306402963265
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.155993755897959
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.239108046693878
walkingUpstairs 29 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.280583556530612
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.357213897032653
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.074331469755102
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.697454553061225
walkingUpstairs 29 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.756464186122449
walkingUpstairs 30 timeBodyAccelerometerMeanX 0.271415642261538
walkingUpstairs 30 timeBodyAccelerometerMeanY -0.0253311698786154
walkingUpstairs 30 timeBodyAccelerometerMeanZ -0.124697493775385
walkingUpstairs 30 timeBodyAccelerometerStandardDeviationX -0.350504475230769
walkingUpstairs 30 timeBodyAccelerometerStandardDeviationY -0.127311157607692
walkingUpstairs 30 timeBodyAccelerometerStandardDeviationZ 0.0249468034966154
walkingUpstairs 30 timeGravityAccelerometerMeanX 0.93182983
walkingUpstairs 30 timeGravityAccelerometerMeanY -0.226647292153846
walkingUpstairs 30 timeGravityAccelerometerMeanZ -0.0221401100714154
walkingUpstairs 30 timeGravityAccelerometerStandardDeviationX -0.954033624307692
walkingUpstairs 30 timeGravityAccelerometerStandardDeviationY -0.914933936
walkingUpstairs 30 timeGravityAccelerometerStandardDeviationZ -0.862402791230769
walkingUpstairs 30 timeBodyAccelerometerJerkMeanX 0.0579840372876923
walkingUpstairs 30 timeBodyAccelerometerJerkMeanY -0.00358719228769231
walkingUpstairs 30 timeBodyAccelerometerJerkMeanZ 0.0161506198923077
walkingUpstairs 30 timeBodyAccelerometerJerkStandardDeviationX -0.535420203384615
walkingUpstairs 30 timeBodyAccelerometerJerkStandardDeviationY -0.587214542923077
walkingUpstairs 30 timeBodyAccelerometerJerkStandardDeviationZ -0.761942025384615
walkingUpstairs 30 timeBodyGyroscopeMeanX -0.00355974576923077
walkingUpstairs 30 timeBodyGyroscopeMeanY -0.0779606464676923
walkingUpstairs 30 timeBodyGyroscopeMeanZ 0.0814699303289231
walkingUpstairs 30 timeBodyGyroscopeStandardDeviationX -0.493837520761538
walkingUpstairs 30 timeBodyGyroscopeStandardDeviationY -0.0840481513184615
walkingUpstairs 30 timeBodyGyroscopeStandardDeviationZ -0.211573579892308
walkingUpstairs 30 timeBodyGyroscopeJerkMeanX -0.108414261326154
walkingUpstairs 30 timeBodyGyroscopeJerkMeanY -0.0141113353615385
walkingUpstairs 30 timeBodyGyroscopeJerkMeanZ -0.0364157841384615
walkingUpstairs 30 timeBodyGyroscopeJerkStandardDeviationX -0.742749529538462
walkingUpstairs 30 timeBodyGyroscopeJerkStandardDeviationY -0.743336958461538
walkingUpstairs 30 timeBodyGyroscopeJerkStandardDeviationZ -0.665150619230769
walkingUpstairs 30 timeBodyAccelerometerMagnitudeMean -0.137627857227385
walkingUpstairs 30 timeBodyAccelerometerMagnitudeStandardDeviation -0.327410815861538
walkingUpstairs 30 timeGravityAccelerometerMagnitudeMean -0.137627857227385
walkingUpstairs 30 timeGravityAccelerometerMagnitudeStandardDeviation -0.327410815861538
walkingUpstairs 30 timeBodyAccelerometerJerkMagnitudeMean -0.596600099538461
walkingUpstairs 30 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.561837706461538
walkingUpstairs 30 timeBodyGyroscopeMagnitudeMean -0.113608367276923
walkingUpstairs 30 timeBodyGyroscopeMagnitudeStandardDeviation -0.169293534323077
walkingUpstairs 30 timeBodyGyroscopeJerkMagnitudeMean -0.718780256769231
walkingUpstairs 30 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.774439096769231
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerMeanX -0.420402828153846
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerMeanY -0.297813768569231
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerMeanZ -0.36751984
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.326260358153846
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.104299180318462
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerStandardDeviationZ 0.121447414920923
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.55067842
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.592919440769231
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.737803881230769
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.561565206615385
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.610826602
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.78475388
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeMeanX -0.488039003123077
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeMeanY -0.366058433230769
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeMeanZ -0.318937001538462
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.503484236964615
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeStandardDeviationY 0.0449545535584615
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.253427074984615
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.400588353846154
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.394508080769231
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.549784890615385
walkingUpstairs 30 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.580878133230769
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.449150735076923
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.151472278383077
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.773974451846154
walkingUpstairs 30 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.791349425076923
walkingDownstairs 1 timeBodyAccelerometerMeanX 0.289188320408163
walkingDownstairs 1 timeBodyAccelerometerMeanY -0.00991850461020408
walkingDownstairs 1 timeBodyAccelerometerMeanZ -0.107566190908163
walkingDownstairs 1 timeBodyAccelerometerStandardDeviationX 0.0300353383483878
walkingDownstairs 1 timeBodyAccelerometerStandardDeviationY -0.0319359434489796
walkingDownstairs 1 timeBodyAccelerometerStandardDeviationZ -0.230434213204082
walkingDownstairs 1 timeGravityAccelerometerMeanX 0.931874418979592
walkingDownstairs 1 timeGravityAccelerometerMeanY -0.266610338979592
walkingDownstairs 1 timeGravityAccelerometerMeanZ -0.0621199585938775
walkingDownstairs 1 timeGravityAccelerometerStandardDeviationX -0.950559811632653
walkingDownstairs 1 timeGravityAccelerometerStandardDeviationY -0.937018658979592
walkingDownstairs 1 timeGravityAccelerometerStandardDeviationZ -0.895939695102041
walkingDownstairs 1 timeBodyAccelerometerJerkMeanX 0.0541553164897959
walkingDownstairs 1 timeBodyAccelerometerJerkMeanY 0.0296504490408163
walkingDownstairs 1 timeBodyAccelerometerJerkMeanZ -0.0109719730183673
walkingDownstairs 1 timeBodyAccelerometerJerkStandardDeviationX -0.012283860544898
walkingDownstairs 1 timeBodyAccelerometerJerkStandardDeviationY -0.101601390640816
walkingDownstairs 1 timeBodyAccelerometerJerkStandardDeviationZ -0.345735032326531
walkingDownstairs 1 timeBodyGyroscopeMeanX -0.0350781902989796
walkingDownstairs 1 timeBodyGyroscopeMeanY -0.0909371290204082
walkingDownstairs 1 timeBodyGyroscopeMeanZ 0.0900850142030612
walkingDownstairs 1 timeBodyGyroscopeStandardDeviationX -0.458030542938775
walkingDownstairs 1 timeBodyGyroscopeStandardDeviationY -0.126349194938775
walkingDownstairs 1 timeBodyGyroscopeStandardDeviationZ -0.124702454242857
walkingDownstairs 1 timeBodyGyroscopeJerkMeanX -0.0739592036271429
walkingDownstairs 1 timeBodyGyroscopeJerkMeanY -0.0439902783367347
walkingDownstairs 1 timeBodyGyroscopeJerkMeanZ -0.0270461061061224
walkingDownstairs 1 timeBodyGyroscopeJerkStandardDeviationX -0.487027342244898
walkingDownstairs 1 timeBodyGyroscopeJerkStandardDeviationY -0.238824827530612
walkingDownstairs 1 timeBodyGyroscopeJerkStandardDeviationZ -0.268761480242857
walkingDownstairs 1 timeBodyAccelerometerMagnitudeMean 0.0271882914106122
walkingDownstairs 1 timeBodyAccelerometerMagnitudeStandardDeviation 0.0198843506265306
walkingDownstairs 1 timeGravityAccelerometerMagnitudeMean 0.0271882914106122
walkingDownstairs 1 timeGravityAccelerometerMagnitudeStandardDeviation 0.0198843506265306
walkingDownstairs 1 timeBodyAccelerometerJerkMagnitudeMean -0.0894474807979592
walkingDownstairs 1 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.0257877197081633
walkingDownstairs 1 timeBodyGyroscopeMagnitudeMean -0.0757412543673469
walkingDownstairs 1 timeBodyGyroscopeMagnitudeStandardDeviation -0.225724368061224
walkingDownstairs 1 timeBodyGyroscopeJerkMagnitudeMean -0.295463843346939
walkingDownstairs 1 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.306510645530612
walkingDownstairs 1 frequencyDomainSignalBodyAccelerometerMeanX 0.0382291831510204
walkingDownstairs 1 frequencyDomainSignalBodyAccelerometerMeanY 0.00154990783591837
walkingDownstairs 1 frequencyDomainSignalBodyAccelerometerMeanZ -0.225574471693878
walkingDownstairs 1 frequencyDomainSignalBodyAccelerometerStandardDeviationX 0.0243308391387755
walkingDownstairs 1 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.112963739953061
walkingDownstairs 1 frequencyDomainSignalBodyAccelerometerStandardDeviationZ -0.297927894693878
walkingDownstairs 1 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.0276638676122449
